subject_id,session_id,treatment,cap_value,cap_type,offered_price,price_index,prob_not_last,steps_of_reasoning,action,risk_aversion_score
SYN_S038,SYN_M00011,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S026,SYN_M00012,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S012,SYN_M00012,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S027,SYN_M00013,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S024,SYN_M00014,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S044,SYN_M00014,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S017,SYN_M00015,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S028,SYN_M00015,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S008,SYN_M00015,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S034,SYN_M00016,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S042,SYN_M00016,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S048,SYN_M00017,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S016,SYN_M00017,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S002,SYN_M00018,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S023,SYN_M00018,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S035,SYN_M00018,K1,1,capped,100,2,0.0,0,buy,0.5
SYN_S021,SYN_M00019,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S039,SYN_M00019,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S006,SYN_M00020,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S019,SYN_M00020,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S007,SYN_M00020,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S008,SYN_M00021,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S043,SYN_M00021,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S024,SYN_M00022,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S034,SYN_M00023,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S038,SYN_M00024,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S003,SYN_M00024,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S017,SYN_M00024,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S032,SYN_M00025,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S004,SYN_M00026,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S026,SYN_M00026,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S012,SYN_M00026,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S045,SYN_M00027,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S020,SYN_M00028,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S042,SYN_M00028,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S022,SYN_M00029,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S044,SYN_M00030,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S027,SYN_M00030,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S013,SYN_M00030,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S011,SYN_M00031,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S036,SYN_M00031,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S005,SYN_M00031,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S010,SYN_M00032,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S001,SYN_M00032,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S037,SYN_M00032,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S021,SYN_M00033,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S011,SYN_M00033,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S010,SYN_M00034,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S037,SYN_M00034,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S047,SYN_M00034,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S005,SYN_M00035,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S019,SYN_M00035,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S016,SYN_M00036,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S040,SYN_M00036,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S046,SYN_M00037,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S015,SYN_M00037,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S027,SYN_M00037,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S044,SYN_M00038,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S023,SYN_M00038,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S022,SYN_M00039,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S033,SYN_M00039,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S043,SYN_M00040,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S002,SYN_M00040,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S020,SYN_M00041,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S029,SYN_M00041,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S001,SYN_M00041,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S009,SYN_M00042,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S032,SYN_M00043,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S041,SYN_M00043,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S038,SYN_M00044,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S014,SYN_M00044,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S008,SYN_M00044,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S030,SYN_M00045,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S025,SYN_M00045,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S026,SYN_M00045,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S039,SYN_M00046,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S024,SYN_M00046,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S013,SYN_M00046,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S034,SYN_M00047,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S012,SYN_M00047,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S042,SYN_M00048,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S003,SYN_M00048,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S016,SYN_M00049,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S027,SYN_M00050,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S047,SYN_M00050,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S045,SYN_M00050,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S019,SYN_M00051,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S025,SYN_M00051,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S007,SYN_M00051,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S005,SYN_M00052,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S014,SYN_M00053,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S033,SYN_M00053,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S024,SYN_M00053,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S041,SYN_M00054,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S023,SYN_M00054,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S018,SYN_M00054,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S009,SYN_M00055,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S011,SYN_M00055,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S012,SYN_M00056,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S046,SYN_M00056,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S031,SYN_M00057,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S036,SYN_M00057,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S034,SYN_M00057,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S043,SYN_M00058,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S013,SYN_M00058,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S002,SYN_M00059,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S022,SYN_M00060,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S001,SYN_M00060,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S039,SYN_M00060,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S026,SYN_M00061,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S004,SYN_M00061,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S015,SYN_M00062,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S017,SYN_M00062,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S037,SYN_M00063,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S021,SYN_M00063,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S044,SYN_M00063,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S035,SYN_M00064,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S032,SYN_M00064,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S003,SYN_M00064,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S001,SYN_M00065,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S042,SYN_M00065,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S039,SYN_M00066,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S034,SYN_M00066,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S028,SYN_M00067,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S040,SYN_M00067,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S002,SYN_M00068,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S010,SYN_M00069,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S047,SYN_M00069,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S037,SYN_M00069,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S005,SYN_M00070,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S003,SYN_M00071,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S015,SYN_M00072,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S020,SYN_M00072,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S041,SYN_M00072,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S029,SYN_M00073,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S012,SYN_M00074,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S031,SYN_M00074,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S030,SYN_M00075,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S004,SYN_M00075,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S033,SYN_M00076,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S008,SYN_M00076,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S032,SYN_M00076,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S026,SYN_M00077,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S006,SYN_M00077,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S044,SYN_M00078,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S046,SYN_M00078,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S043,SYN_M00078,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S024,SYN_M00079,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S007,SYN_M00079,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S017,SYN_M00079,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S036,SYN_M00080,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S015,SYN_M00081,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S021,SYN_M00082,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S037,SYN_M00083,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S003,SYN_M00084,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S017,SYN_M00085,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S045,SYN_M00085,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S043,SYN_M00085,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S008,SYN_M00086,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S036,SYN_M00086,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S029,SYN_M00087,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S020,SYN_M00087,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S006,SYN_M00088,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S001,SYN_M00088,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S004,SYN_M00088,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S011,SYN_M00089,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S014,SYN_M00090,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S013,SYN_M00091,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S023,SYN_M00091,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S040,SYN_M00092,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S035,SYN_M00093,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S027,SYN_M00093,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S047,SYN_M00093,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S039,SYN_M00094,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S025,SYN_M00095,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S018,SYN_M00096,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S028,SYN_M00096,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S030,SYN_M00096,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S042,SYN_M00097,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S037,SYN_M00097,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S022,SYN_M00097,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S017,SYN_M00098,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S013,SYN_M00098,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S047,SYN_M00099,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S001,SYN_M00099,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S035,SYN_M00100,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S032,SYN_M00100,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S012,SYN_M00101,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S019,SYN_M00101,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S025,SYN_M00101,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S007,SYN_M00102,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S016,SYN_M00102,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S021,SYN_M00102,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S023,SYN_M00103,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S004,SYN_M00103,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S039,SYN_M00104,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S024,SYN_M00104,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S045,SYN_M00105,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S009,SYN_M00105,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S027,SYN_M00105,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S038,SYN_M00106,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S034,SYN_M00106,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S008,SYN_M00106,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S029,SYN_M00107,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S002,SYN_M00107,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S041,SYN_M00108,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S028,SYN_M00108,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S003,SYN_M00108,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S020,SYN_M00109,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S011,SYN_M00110,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S015,SYN_M00110,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S006,SYN_M00110,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S040,SYN_M00111,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S043,SYN_M00111,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S044,SYN_M00112,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S005,SYN_M00112,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S002,SYN_M00113,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S008,SYN_M00113,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S003,SYN_M00114,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S025,SYN_M00114,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S047,SYN_M00115,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S037,SYN_M00116,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S046,SYN_M00116,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S020,SYN_M00117,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S014,SYN_M00117,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S027,SYN_M00118,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S005,SYN_M00118,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S001,SYN_M00119,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S032,SYN_M00119,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S038,SYN_M00120,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S023,SYN_M00120,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S007,SYN_M00120,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S028,SYN_M00121,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S048,SYN_M00121,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S013,SYN_M00121,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S042,SYN_M00122,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S031,SYN_M00122,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S010,SYN_M00123,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S004,SYN_M00123,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S041,SYN_M00124,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S040,SYN_M00124,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S018,SYN_M00125,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S012,SYN_M00125,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S024,SYN_M00125,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S017,SYN_M00126,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S015,SYN_M00126,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S009,SYN_M00126,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S022,SYN_M00127,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S036,SYN_M00127,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S039,SYN_M00128,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S029,SYN_M00128,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S031,SYN_M00129,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S010,SYN_M00129,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S008,SYN_M00129,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S013,SYN_M00130,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S014,SYN_M00130,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S009,SYN_M00131,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S002,SYN_M00131,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S041,SYN_M00132,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S019,SYN_M00133,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S005,SYN_M00133,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S044,SYN_M00133,K1,1,capped,100,2,0.0,0,buy,0.5
SYN_S012,SYN_M00134,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S034,SYN_M00134,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S032,SYN_M00135,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S040,SYN_M00135,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S045,SYN_M00136,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S033,SYN_M00137,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S015,SYN_M00138,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S020,SYN_M00139,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S027,SYN_M00139,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S007,SYN_M00139,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S035,SYN_M00140,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S026,SYN_M00140,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S021,SYN_M00141,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S030,SYN_M00141,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S006,SYN_M00141,K1,1,capped,100,2,0.0,0,buy,0.5
SYN_S047,SYN_M00142,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S038,SYN_M00143,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S018,SYN_M00143,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S003,SYN_M00143,K1,1,capped,100,2,0.0,0,buy,0.5
SYN_S037,SYN_M00144,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S022,SYN_M00144,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S046,SYN_M00144,K1,1,capped,100,2,0.0,0,buy,0.5
SYN_S001,SYN_M00145,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S030,SYN_M00146,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S002,SYN_M00147,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S041,SYN_M00147,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S004,SYN_M00147,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S019,SYN_M00148,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S035,SYN_M00148,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S021,SYN_M00148,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S045,SYN_M00149,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S046,SYN_M00149,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S003,SYN_M00149,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S042,SYN_M00150,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S037,SYN_M00151,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S032,SYN_M00151,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S012,SYN_M00152,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S048,SYN_M00152,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S029,SYN_M00152,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S020,SYN_M00153,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S027,SYN_M00154,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S016,SYN_M00155,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S008,SYN_M00155,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S033,SYN_M00156,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S014,SYN_M00156,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S017,SYN_M00156,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S005,SYN_M00157,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S043,SYN_M00158,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S006,SYN_M00159,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S007,SYN_M00160,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S055,SYN_M00161,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S049,SYN_M00161,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S059,SYN_M00161,K1,1,capped,100,2,0.0,0,no_buy,0.5
